customer_id,age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,debt_income_ratio,join_year,join_month,join_day,join_weekday,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,income_group,transaction_bin,kmeans_bin,annual_income_log,annual_income_sqrt,annual_income_reciprocal,annual_income_boxcox,loan_amount_yeojohnson
CUST00178,47.0,1,0.0,Self-Employed,0.20596806190484393,-0.7909162153580329,-0.5762193139412181,6,410,0.48,2024-04-11,0,0.07296733046847054,2024,4,11,3,0,1,0,0,0,0,0,1,0,Low Income,Q4,3,13.43752320958921,827.7911391166252,1.4593444796799926e-06,525.6719318980906,-1.9346653193275656
CUST00179,29.0,1,2.0,Unemployed,-0.984923987191046,0.15337440429857677,0.0800064470011577,7,374,0.4,2019-12-18,1,0.9316311598067301,2019,12,18,2,0,0,0,1,0,0,0,1,0,Low Income,Q3,1,12.751660355605688,587.4720844431674,2.897505523007715e-06,399.4950849454974,0.20973827314256174
CUST00180,57.0,1,2.0,Self-Employed,0.8512814214993061,-0.524709387575752,0.0,0,74,0.57,2022-04-12,0,0.222675494728061,2022,4,12,1,0,0,1,0,0,1,0,0,0,Medium Income,Q1,0,13.63351848688394,913.0207828959864,1.1996046822730038e-06,568.5233051111051,-0.5858953206853218
CUST00181,53.0,1,3.0,Salaried,0.0,0.6926008733807876,-0.7213210312975564,5,335,0.26,2022-09-08,0,1.0052904089149146,2022,9,8,3,1,0,0,0,1,0,0,0,0,Low Income,Q3,1,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,1.348261865259509
CUST00182,62.0,1,3.0,Salaried,0.5766624655761158,0.7507307906596116,0.32227888660486237,6,78,0.83,2021-05-10,1,0.6037651595549014,2021,5,10,0,0,1,0,0,0,0,0,1,0,Low Income,Q1,0,13.58612075185423,891.6375777186603,1.2578322541572834e-06,557.8520489803583,0.9033531735633817
CUST00183,64.0,0,3.0,Self-Employed,-0.3427108049322503,0.9212164346082446,-0.1841455532733898,10,130,0.32,2021-06-25,0,1.3686159800613573,2021,6,25,4,0,1,0,0,0,1,0,0,0,Low Income,Q2,0,13.000074515743359,665.1656635756239,2.260160983130249e-06,441.2725205937695,1.356189095832217
CUST00184,44.0,2,0.0,Salaried,0.10308156682857285,-0.9146301128522596,0.390929593717372,4,118,0.29,2023-12-06,0,0.2873622033421135,2023,12,6,2,0,0,0,1,0,1,0,0,0,Low Income,Q1,0,13.333407334973685,785.8004326799521,1.6194769439278134e-06,504.232164358352,-0.6441628739024825
CUST00185,35.0,1,0.0,Salaried,0.989263449780473,0.1429351029124751,0.03045296839123955,4,325,0.51,2018-01-09,0,0.3595378408157907,2018,1,9,1,1,0,0,0,1,0,0,0,0,Medium Income,Q3,1,13.712992531935647,950.0320415649148,1.1079572737993322e-06,586.8743071593926,0.22454228948544905
CUST00186,52.0,1,3.0,Self-Employed,-0.1645249225083861,-0.8005341865658004,-0.5762608489330519,6,256,0.52,2019-08-21,0,0.09385338067197745,2019,8,21,2,0,0,1,0,0,0,1,0,0,Low Income,Q2,2,13.18580165599699,729.8944170220786,1.877064090063337e-06,475.3198643941855,-1.9346653193275656
CUST00187,52.0,1,1.0,Salaried,0.0,-0.998057155450033,0.06230501147571342,10,443,0.28,2018-01-23,1,0.4154534392882874,2018,1,23,1,0,0,0,1,1,0,0,0,0,Low Income,Q4,3,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,-0.17941264151929476
CUST00188,44.0,1,2.0,Self-Employed,0.4753635734703813,0.10032054251217394,-0.8740510635927013,2,102,0.33,2023-06-14,0,0.41600717188504793,2023,6,14,2,0,0,1,0,0,0,1,0,0,Low Income,Q1,0,13.546010388379381,873.9337217432452,1.3093098542653026e-06,548.9774268301915,0.19072699843782817
CUST00189,61.0,0,2.0,Salaried,0.7665870823516037,0.6193660604053569,0.16949905129411008,5,277,0.24,2024-04-06,0,0.5686045754832647,2024,4,6,5,0,1,0,0,0,1,0,0,0,High Income,Q3,1,14.638726264214851,1509.242144256514,4.3901763044316833e-07,849.4357163406818,3.1486559909883396
CUST00190,32.0,1,0.0,Unemployed,-0.38150746530122803,0.000804071254341714,-0.9243654079360878,6,112,0.71,2022-05-28,0,0.6317321831603937,2022,5,28,5,0,0,1,0,0,0,0,1,0,Low Income,Q1,0,13.0450799194975,680.3034029019699,2.160696532505562e-06,449.29332000817305,0.060025059082889194
CUST00191,59.0,1,2.0,Salaried,-0.9985460330164718,0.05390565783910909,0.0,0,440,0.75,2023-09-06,0,3.010444760125803,2023,9,6,2,0,0,1,0,0,0,0,0,1,Low Income,Q4,3,11.548637530010343,321.92350022948,9.649180871386646e-06,246.54010466883733,0.16170930666037467
CUST00192,22.0,1,1.0,Salaried,-0.3460690906504711,-0.7426330916582996,-0.5733517905007289,11,460,0.49,2021-01-09,1,0.11173327675756109,2021,1,9,5,0,0,0,1,0,1,0,0,0,Low Income,Q4,3,13.011421224462179,668.9501177217925,2.234660541432327e-06,443.28119028885664,-1.9346653193275656
CUST00193,23.0,1,2.0,Salaried,0.6932032160258964,0.29854940194111007,0.65600118589219,1,121,0.71,2024-02-25,0,0.4498920945057469,2024,2,25,6,0,0,1,0,0,0,0,1,0,Low Income,Q1,0,13.553289427252658,877.1202198102607,1.2998139394334537e-06,550.5774468569539,0.3295744055305615
CUST00194,57.0,0,0.0,Salaried,-0.7981236121832117,0.5280690216926822,-0.29007207380952044,11,330,0.73,2018-04-02,1,0.952682647228637,2018,4,2,0,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,12.914705427838003,637.370731991986,2.461584209134225e-06,426.44729974580355,0.5176448597192784
CUST00195,37.0,0,0.0,Self-Employed,-0.00769395474999024,0.9427764272716099,-0.33333678351073665,3,420,0.22,2020-04-30,0,0.9055345299177983,2020,4,30,3,0,1,0,0,1,0,0,0,0,Low Income,Q4,3,13.300118758400242,772.8295672397635,1.6742943611071867e-06,497.5626328327985,1.1310059003449668
CUST00196,22.0,1,1.0,Self-Employed,0.0,0.3935609556215045,0.9192985229022661,7,313,0.92,2023-06-06,0,0.6106128273795616,2023,6,6,1,0,0,0,1,0,0,1,0,0,Low Income,Q3,1,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,0.42434023396035103
CUST00197,22.0,1,1.0,Salaried,-0.013832791984707087,0.9996750939953586,0.021409351024232325,10,353,0.8,2021-01-12,0,1.8910503503772842,2021,1,12,1,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,13.279011592934056,764.7163199513922,1.7100095666485205e-06,493.3792559499142,2.732684005964351
CUST00198,48.0,1,2.0,Salaried,-0.4722136981996661,0.7812436499669568,0.40825553593172725,9,71,0.27,2018-10-27,1,1.157168106090392,2018,10,27,5,1,0,0,0,0,0,0,1,0,Low Income,Q1,0,12.974166594570107,656.6046831998688,2.319482182097397e-06,436.71998834207164,0.9758519470536304
CUST00199,43.0,0,2.0,Salaried,0.3851036340929411,-0.7489983090170248,-0.5391629847254422,5,309,0.26,2024-06-01,0,0.06508018444921748,2024,6,1,5,0,0,1,0,1,0,0,0,0,Low Income,Q3,1,13.551914748456408,876.5175468865413,1.3016019948143917e-06,550.2749208262012,-1.9346653193275656
CUST00200,57.0,0,0.0,Salaried,-0.8096711054331185,-0.1856972094038461,-0.5567308572787537,0,412,0.21,2022-01-17,0,2.0730926000000003,2022,1,17,0,0,1,0,0,0,0,0,0,1,Low Income,Q4,3,11.51293546492023,316.22776601683796,9.99990000099999e-06,243.026193207401,-0.4388356141217116
CUST00201,52.0,1,1.0,Unemployed,0.3288696053842157,-0.916715619926709,0.2268859952417066,9,452,0.22,2021-07-28,0,0.24456103705310667,2021,7,28,2,0,0,0,1,1,0,0,0,0,Low Income,Q4,3,13.404594882465132,814.273811441827,1.5081981731376514e-06,518.7949611381704,-0.7576732123455944
CUST00202,53.0,1,1.0,Self-Employed,-0.974977038384593,0.007227083732765275,-0.22218808222658482,4,145,0.74,2020-09-27,0,0.968048886083091,2020,9,27,6,0,1,0,0,0,0,1,0,0,Low Income,Q2,2,12.623083148334201,550.8926301921274,3.295069992064483e-06,379.440269055267,0.06748714875865944
CUST00203,21.0,0,1.0,Self-Employed,0.3794349080166389,-0.8164391843121307,0.4352656762233237,6,64,0.5,2020-12-18,0,0.06647959132389213,2020,12,18,4,1,0,0,0,1,0,0,0,0,Low Income,Q1,0,13.530639889809274,867.2430570491758,1.329590058665768e-06,545.6139969137356,-1.9346653193275656
CUST00204,39.0,1,2.0,Self-Employed,0.4740655870547537,0.8803924487147524,-0.013074992025762193,5,117,0.77,2021-09-27,1,0.6904038202998171,2021,9,27,0,0,0,1,0,0,0,0,0,1,Low Income,Q1,0,13.565227964301743,882.3716507232085,1.2843883254084647e-06,553.2117370765272,1.1190430269842706
CUST00205,22.0,0,1.0,Salaried,-0.4594381894916069,-0.5361634556067228,0.7081280243773241,11,312,0.73,2024-07-17,0,0.45786042846897906,2024,7,17,2,0,0,0,1,0,0,0,1,0,Low Income,Q3,1,13.230345689149202,746.3330489801453,1.7952869480735871e-06,483.866698859668,-0.14599905695142212
CUST00206,64.0,1,0.0,Unemployed,-0.10284246168123823,0.21368332479174587,-0.971474582673828,8,267,0.61,2023-10-11,0,0.6409510792797543,2023,10,11,2,0,0,1,0,0,1,0,0,0,Low Income,Q3,1,13.231368371874096,746.7147782118685,1.793451877632922e-06,484.06470974868114,0.3826910762335877
CUST00207,46.0,1,0.0,Self-Employed,-0.37181986242152026,0.1196395968872845,0.9205630650669675,7,262,0.68,2020-02-15,0,0.8537862805572348,2020,2,15,5,1,0,0,0,0,0,1,0,0,Low Income,Q3,1,12.895237733071296,631.1967442881815,2.509975080214411e-06,423.1364856709248,0.30101466326353643
CUST00208,52.0,1,2.0,Self-Employed,-0.7257030348384208,0.6854068743925295,-0.059770576053516496,3,231,0.12,2021-12-23,0,2.0001512874512786,2021,12,23,3,1,0,0,0,0,0,0,0,1,Low Income,Q2,2,12.482207618597183,513.4239476300263,3.7935525918215174e-06,358.6139519988126,1.08157307441527
CUST00209,26.0,1,3.0,Self-Employed,0.7445061539141202,-0.5739805499703381,0.3409646829801475,10,487,0.37,2022-08-09,0,0.04880318819125263,2022,8,9,1,0,1,0,0,0,0,1,0,0,Medium Income,Q4,3,13.83973889694267,1012.1873492590194,9.760628111255114e-07,617.3687318277971,-1.9346653193275656
CUST00210,52.0,1,2.0,Salaried,-0.7305460628076188,0.12809029793269086,-0.6707423690895046,11,378,0.64,2022-10-18,0,0.8344826419804189,2022,10,18,1,0,0,0,1,1,0,0,0,0,Low Income,Q3,1,12.85770264206496,619.4611690816463,2.605977685430036e-06,416.82496141487775,0.20319717047963098
CUST00211,24.0,0,3.0,Self-Employed,0.7896451898995308,0.5831152033144958,0.19088513229696064,4,176,0.11,2024-04-22,0,0.5104214780067883,2024,4,22,0,0,1,0,0,0,0,1,0,0,Medium Income,Q2,2,13.807428012014377,995.966379954665,1.0081152979046736e-06,609.448237603459,1.0038774709246618
CUST00212,31.0,1,1.0,Salaried,-0.5593445454548528,-0.03446693094076543,-0.828218395196236,6,438,0.13,2023-01-26,0,0.7331709116045677,2023,1,26,3,1,0,0,0,0,0,0,0,1,Low Income,Q4,3,12.861325806489628,620.5843939384877,2.596552883901707e-06,417.43009325652264,0.006477432881347191
CUST00213,37.0,1,2.0,Salaried,0.4547229307344876,-0.7648187418576902,0.4563763231889427,7,169,0.82,2023-03-13,0,0.17608632928646287,2023,3,13,0,0,0,1,0,0,1,0,0,0,Low Income,Q2,2,13.502577136858195,855.1594003459238,1.3674304859875296e-06,539.5260258489095,-1.0311399141557631
CUST00214,58.0,1,0.0,Salaried,-0.8766409933101836,-0.4200865510972054,-0.23458017485582555,4,458,0.68,2022-09-26,0,0.6062458094755157,2022,9,26,0,0,1,0,0,0,1,0,0,0,Low Income,Q4,3,12.662069923444047,561.7367799957557,3.169077811983747e-06,385.4131818982216,-0.5464123264848375
CUST00215,44.0,1,1.0,Unemployed,0.8291975166899326,-0.5386578052070755,0.149262343559068,8,175,0.33,2021-08-20,0,0.31370436085441755,2021,8,20,4,0,1,0,0,0,0,1,0,0,Low Income,Q2,2,13.501963177249925,854.8969236112621,1.368270290849795e-06,539.393591244887,-0.2993758524441743
CUST00216,25.0,1,0.0,Self-Employed,-0.3042496785061211,-0.6159914365734174,0.7266269216022343,9,214,0.68,2019-09-07,0,0.3282104760024987,2019,9,7,5,0,0,1,0,0,0,0,1,0,Low Income,Q2,2,13.158896173651135,720.141069513467,1.928252947296065e-06,470.2303313925162,-0.6970561379721013
CUST00217,54.0,1,1.0,Self-Employed,-0.2502822541500561,-0.0851335450346195,-0.9644226629271033,11,276,0.77,2018-09-02,0,0.5221482337319555,2018,9,2,6,0,1,0,0,0,0,1,0,0,Low Income,Q3,1,13.16517754942059,722.4063676352805,1.9161788266991774e-06,471.4136659208018,-0.04747664720961849
CUST00218,26.0,0,2.0,Self-Employed,0.3481452731292936,0.8618416040727943,-0.3688142056469117,3,147,0.36,2020-01-27,0,0.7594420369841939,2020,1,27,0,0,0,1,0,1,0,0,0,0,Low Income,Q2,2,13.531165298820273,867.4709159389726,1.3288916635556204e-06,545.7286295518935,1.2396347933407128
CUST00219,42.0,1,3.0,Salaried,-0.5284182479023568,-0.6069517224723456,0.5936192061175718,3,377,0.13,2020-04-03,0,0.3987331563536935,2020,4,3,4,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,13.087183063633214,694.776697939705,2.071612924262702e-06,456.928075087045,-0.5383333005426327
CUST00220,31.0,1,1.0,Unemployed,-0.572995021215737,-0.17338713968522929,0.8010078685342311,7,452,0.89,2023-01-21,0,0.8734613287428927,2023,1,21,5,0,0,1,0,0,1,0,0,0,Low Income,Q4,3,12.400668069299064,492.91264946235657,4.115838123757325e-06,347.0824646163398,-0.4068889104186876
CUST00221,36.0,1,3.0,Salaried,0.837976799164636,0.5391429123576856,-0.08437893170847797,0,355,0.39,2021-12-06,0,0.48430688237552083,2021,12,6,0,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,13.580202556317417,889.0030314908943,1.2652984227207412e-06,556.53369171311,0.49865769017383105
CUST00222,53.0,0,1.0,Salaried,-0.861323604094371,-0.09600690828577775,0.4989031194443362,7,257,0.19,2021-05-25,0,0.8564945649443737,2021,5,25,1,0,0,1,0,0,0,0,1,0,Low Income,Q2,1,12.655637091796143,559.9328977654376,3.189529667170985e-06,384.4212536331158,-0.06947870552584082
CUST00223,29.0,0,0.0,Salaried,0.38130284381042695,-0.9235942069814195,-0.039772881872502976,4,64,0.52,2019-05-31,0,0.08331399977167288,2019,5,31,4,1,0,0,0,0,0,0,1,0,Low Income,Q1,0,13.499607760446258,853.8906955811148,1.3714969362404242e-06,538.8858144690397,-1.7740977516070664
CUST00224,26.0,0,0.0,Self-Employed,0.0,-0.008593192882946361,0.9999630778364151,10,413,0.75,2019-04-19,1,0.48163669164387096,2019,4,19,4,1,0,0,0,0,0,0,0,1,Low Income,Q4,3,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,0.04203528461598221
CUST00225,36.0,1,1.0,Self-Employed,-0.21222350686987426,-0.030429820973304513,-0.9767472595955339,0,218,0.29,2018-02-05,0,0.5575671759391865,2018,2,5,0,0,0,0,1,0,0,1,0,0,Low Income,Q2,2,13.134543952087096,711.4257023751672,1.9757866164679878e-06,465.6705350987812,0.005596419276031972
CUST00226,49.0,1,3.0,Salaried,0.7619177724478421,0.6391460967884153,0.10475483276800043,3,26,0.33,2021-11-11,0,0.531072310565589,2021,11,11,3,0,0,0,1,0,0,1,0,0,Medium Income,Q1,0,13.70523711584497,946.355224004179,1.1165833496363808e-06,585.0578720300231,0.8862791999448074
CUST00227,23.0,1,2.0,Salaried,0.25326026198070223,-0.47503340599722815,-0.8427351321074366,1,77,0.31,2022-11-28,1,0.17352109963338955,2022,11,28,0,1,0,0,0,1,0,0,0,0,Low Income,Q1,0,13.487627034526378,848.7908635229294,1.3880272902266374e-06,536.3103853725592,-1.0645937132082934
CUST00228,40.0,1,2.0,Self-Employed,-0.250969319896963,0.36001793688029715,-0.898555221227338,3,142,0.94,2022-10-01,0,1.1191989224162617,2022,10,1,5,0,0,0,1,0,1,0,0,0,Low Income,Q2,2,12.96227828372387,652.713290809985,2.347221467199317e-06,434.6466385476825,0.890946869060439
CUST00229,56.0,1,0.0,Salaried,0.9666353107360754,-0.036428792736963526,0.2535529907098278,7,197,0.27,2020-04-09,0,0.29714136447109757,2020,4,9,3,0,0,1,0,0,0,0,1,0,Medium Income,Q2,2,13.764594297753563,974.862682637919,1.0522347756753835e-06,599.1040333914877,0.006628887725884445
CUST00230,39.0,1,2.0,Self-Employed,-0.7339824055619271,-0.6658591810541559,0.13379603630681935,4,416,0.59,2020-12-28,0,0.31969561898702165,2020,12,28,0,0,0,1,0,1,0,0,0,0,Low Income,Q4,3,12.659003358426496,560.8761360585776,3.1788109111031545e-06,384.9400076586871,-1.299141554446724
CUST00231,46.0,1,0.0,Unemployed,-0.28780395929289987,-0.9405469673937645,-0.18038925450736706,0,439,0.89,2024-08-10,0,0.12735612911416835,2024,8,10,5,1,0,0,0,1,0,0,0,0,Low Income,Q4,3,13.133947798147652,711.2136739405395,1.9769648406094832e-06,465.5594623748031,-1.723318058413219
CUST00232,23.0,1,2.0,Salaried,-0.1065577572551453,0.9939172460586174,-0.027819999209332407,6,317,0.22,2021-03-31,0,1.1819197029728785,2021,3,31,2,0,1,0,0,0,0,0,1,0,Low Income,Q3,1,13.214800889592636,740.5547245139957,1.8234123594171862e-06,480.86683094693393,1.4965527811218364
CUST00233,39.0,0,1.0,Salaried,0.28966432138648834,-0.05419454015956014,0.9555927651110586,0,147,0.93,2022-10-29,0,0.36099158700903633,2022,10,29,5,0,0,1,0,0,0,1,0,0,Low Income,Q2,2,13.529569542326424,866.7790548923065,1.3310139439283489e-06,545.3805448849499,-0.05455729760693185
CUST00234,40.0,1,0.0,Self-Employed,0.7529578141963539,0.6437920548961842,-0.13633165477319587,8,183,0.91,2020-08-02,0,0.5331584503859508,2020,8,2,6,0,0,0,1,0,1,0,0,0,Medium Income,Q2,2,13.686380118352409,937.4744369848172,1.1378385337029823e-06,580.664598828444,0.8585962353533642
CUST00235,52.0,1,0.0,Self-Employed,0.5919236139327434,-0.7360696297289566,0.32837164228885124,2,421,0.85,2022-02-20,0,0.05792414529650901,2022,2,20,6,0,1,0,0,0,0,1,0,0,Medium Income,Q4,3,13.668400407012353,929.0844364211468,1.1584815638490916e-06,576.5063096167762,-1.9346653193275656
CUST00236,27.0,0,1.0,Salaried,0.08326836056718821,0.9711261392330376,-0.22356297060736022,11,106,0.28,2019-03-07,0,1.1811881102986281,2019,3,7,3,0,1,0,0,1,0,0,0,0,Low Income,Q1,0,13.393821673227285,809.8994258548403,1.5245341450522281e-06,516.5645088233003,1.8820052425471965
CUST00237,42.32736842105263,1,0.0,Unemployed,-0.27424170598073777,0.8918787887367369,0.35964386954634114,2,180,0.64,2023-07-16,0,0.8695142092754718,2023,7,16,6,0,0,1,0,0,1,0,0,0,Low Income,Q2,2,13.180507221104302,727.9647793677933,1.887028438197894e-06,474.3140392354236,0.8277231624803796
CUST00238,53.0,0,2.0,Salaried,-0.9889956391984519,-0.11167042159232589,-0.09704299350204407,5,163,0.75,2020-05-08,0,1.770130910691372,2020,5,8,4,0,0,1,0,0,0,0,0,1,Low Income,Q2,2,11.874124738676391,378.8191389040422,6.9684012271633295e-06,280.98672838587953,-0.15184515642778956
CUST00239,60.0,1,2.0,Salaried,-0.9476871495983527,-0.18427731051026003,-0.2606356447557679,9,192,0.94,2018-08-18,0,0.902110648081875,2018,8,18,5,0,1,0,0,1,0,0,0,0,Low Income,Q2,2,12.511586802091388,521.0216310288854,3.683722374937073e-06,362.8613819994867,-0.20518219062307633
CUST00240,59.0,1,0.0,Self-Employed,0.0,0.3655369752322232,0.9307968197937062,5,251,0.25,2024-08-14,0,0.7203693001385114,2024,8,14,2,0,1,0,0,0,0,1,0,0,Low Income,Q2,2,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,0.7116344274291246
CUST00241,38.0,0,2.0,Self-Employed,-0.78508589940682,0.2998814283480615,0.5419513442039893,10,313,0.75,2018-06-27,0,2.9925288334681026,2018,6,27,2,1,0,0,0,0,0,1,0,0,Low Income,Q3,1,11.856394594715589,375.4756982815266,7.093053772440649e-06,278.9932120765389,0.6684449867177763
CUST00242,60.0,0,3.0,Salaried,0.7229441807007364,0.6904521665098258,0.02505029646189513,10,294,0.39,2021-12-04,0,0.6413700951878113,2021,12,4,5,0,0,0,1,0,0,1,0,0,High Income,Q3,1,14.518304904615713,1421.0512657888173,4.951996092677003e-07,809.5667413588312,3.1486559909883396
CUST00243,21.0,0,0.0,Self-Employed,0.4457549579706662,0.02062954097428404,-0.8949172808051926,5,36,0.25,2022-06-02,0,0.34075229365107373,2022,6,2,3,1,0,0,0,0,0,0,1,0,Medium Income,Q1,0,13.694644415665278,941.3562396882489,1.128473847342112e-06,582.5859436186431,0.11023016591722862
CUST00244,31.0,1,1.0,Salaried,0.3017583341547849,0.8467222773126066,-0.4381818034454217,0,411,0.46,2022-10-30,1,0.6146147671823934,2022,10,30,6,0,0,1,0,1,0,0,0,0,Low Income,Q4,3,13.388458090472671,807.7303510454464,1.5327330782742874e-06,515.4576098920362,0.579043830923296
CUST00245,48.0,1,3.0,Salaried,0.36229897642672787,-0.5110878236635146,0.7794412666667306,4,369,0.77,2022-11-10,1,0.06009533981432727,2022,11,10,3,1,0,0,0,0,1,0,0,0,Medium Income,Q3,1,13.631602467290755,912.1465178358135,1.2019053517083348e-06,568.088011581366,-1.9346653193275656
CUST00246,45.0,1,0.0,Salaried,0.8292737383140382,-0.48720819648502206,-0.27373936549293015,11,69,0.5,2020-09-01,0,0.3169339444587927,2020,9,1,1,1,0,0,0,0,0,1,0,0,Low Income,Q1,0,13.508588702189922,857.7336941032455,1.359234747574952e-06,540.8244660674669,-0.2754910422095503
CUST00247,43.0,1,1.0,Self-Employed,0.6392897405927959,-0.5695022382664728,0.5166970371332444,5,211,0.56,2018-03-23,0,0.05168516215025697,2018,3,23,4,1,0,0,0,0,0,1,0,0,Medium Income,Q2,2,13.78236385580076,983.5627229617845,1.0337021744638494e-06,603.3739310136257,-1.9346653193275656
CUST00248,51.0,0,2.0,Salaried,0.17469107843091647,0.372989928427639,0.9112417573883389,7,259,0.95,2020-04-25,0,0.6066965679741878,2020,4,25,5,1,0,0,0,0,0,0,1,0,Low Income,Q2,1,13.42077441808656,820.8878242488433,1.4839925727952524e-06,522.1627410165459,0.6128882508120902
CUST00249,50.0,1,1.0,Salaried,0.6987170828660931,-0.6479815316578091,0.30317383254742925,0,371,0.44,2021-05-01,0,0.23287943036938782,2021,5,1,5,0,0,0,1,0,1,0,0,0,Low Income,Q3,1,13.548758490151851,875.1353780987259,1.305716677003808e-06,549.5809479567773,-0.637583985449189
CUST00250,62.0,2,3.0,Salaried,-0.4262308354352814,-0.7704064418879103,-0.4741320377508273,4,78,0.62,2019-09-10,1,0.11934929712931285,2019,9,10,1,0,0,0,1,1,0,0,0,0,Low Income,Q1,0,12.945481486763333,647.2544862725944,2.386980244897967e-06,431.7339086960998,-1.9346653193275656
CUST00251,55.0,1,2.0,Self-Employed,0.22477082396829162,-0.27987688893096396,-0.9333525613266084,2,467,0.41,2024-03-13,0,0.21044998277753998,2024,3,13,2,0,1,0,0,0,0,0,0,1,Low Income,Q4,3,13.52326373621223,864.0504846361698,1.3394335781853633e-06,544.0072111027823,-0.7965191949448441
CUST00252,27.0,1,0.0,Self-Employed,0.0,0.2379429392373432,0.9712791347841742,1,379,0.43,2024-05-26,1,0.5447992031578757,2024,5,26,6,0,0,1,0,0,0,0,1,0,Low Income,Q4,1,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,0.23631338071348995
CUST00253,36.0,1,2.0,Self-Employed,-0.49879836360236257,-0.17317228940055557,-0.8492417504170268,10,30,0.69,2019-03-21,0,0.5404688160442952,2019,3,21,3,1,0,0,0,1,0,0,0,0,Low Income,Q1,0,13.095453595208964,697.6557388855911,2.0545502401532957e-06,458.44290069923125,-0.1002119631913515
CUST00254,46.0,0,0.0,Salaried,0.6222408516596587,-0.7644741959480589,0.16850972154576524,7,161,0.9,2020-07-11,0,0.10784737409468581,2020,7,11,5,0,1,0,0,0,0,0,0,1,Low Income,Q2,2,13.621539666387022,907.5686640690059,1.2140609430427193e-06,565.8073220936591,-1.42457773012932
CUST00255,22.0,0,0.0,Salaried,0.45052850782851117,-0.654176719238877,-0.6075169821821235,6,111,0.56,2018-07-12,0,0.06057626149095335,2018,7,12,3,0,1,0,0,0,0,1,0,0,Low Income,Q1,0,13.623631683157488,908.5184863281539,1.2115237620274627e-06,566.2807166861122,-1.9346653193275656
CUST00256,21.0,0,1.0,Salaried,0.9898797806270491,0.06702815976280986,-0.12508095660234012,9,396,0.75,2022-07-21,0,0.30653034846896304,2022,7,21,3,0,1,0,0,0,0,1,0,0,Medium Income,Q4,3,13.837381182733814,1010.9948268908205,9.783668032942861e-07,616.7873247620362,0.16841437604369305
CUST00257,32.0,0,1.0,Self-Employed,0.9504081394738799,-0.3060747386724499,0.05515997433274847,6,497,0.18,2018-10-16,0,0.19433154659133411,2018,10,16,1,0,0,0,1,0,1,0,0,0,Medium Income,Q4,3,13.8213105057024,1002.9036843087176,9.942168394880658e-07,612.8388317383024,-0.5179223688719556
CUST00258,25.0,0,1.0,Unemployed,0.9190519958369152,-0.20915347451307664,0.3340632470764937,4,104,0.28,2021-03-13,0,0.3057237045876582,2021,3,13,5,1,0,0,0,0,0,0,0,1,Medium Income,Q1,0,13.628373171655932,910.6749090647003,1.205792933110482e-06,567.3551104215952,-0.1545918509386012
CUST00259,57.0,0,3.0,Salaried,0.0,-0.10415390264776557,-0.9945611919652002,11,455,0.53,2021-12-01,0,0.4520880906275252,2021,12,1,2,1,0,0,0,0,0,1,0,0,Low Income,Q4,3,13.304700667407849,774.6021172188983,1.666640444857001e-06,498.4754052077574,-0.05432692527348011
CUST00260,52.0,1,3.0,Self-Employed,0.8001329803332691,0.20176904575884214,0.5648685386499825,8,370,0.12,2023-01-09,0,0.3570863743030754,2023,1,9,0,0,0,1,0,0,0,1,0,0,Medium Income,Q3,1,13.870870758765607,1028.0662673193785,9.461442846380466e-07,625.0971626842085,0.4746233261603241
CUST00261,29.0,1,1.0,Salaried,0.6656588561397916,0.6283884459775417,-0.40252484172358144,4,238,0.31,2023-05-25,0,0.5454548249246357,2023,5,25,3,1,0,0,0,0,1,0,0,0,Medium Income,Q2,2,13.628569853314005,910.7644701019029,1.2055557990778269e-06,567.3997211528242,0.7943193343906806
CUST00262,61.0,1,3.0,Salaried,-0.41681335555559984,0.10065381885216637,-0.9034021448839693,1,134,0.54,2020-06-14,0,0.7988830234316777,2020,6,14,6,1,0,0,0,1,0,0,0,0,Low Income,Q2,2,12.9203352677389,639.1674115597572,2.4477648211058426e-06,427.4095418461337,0.23378264453470055
CUST00263,55.0,2,2.0,Salaried,0.9357123268859472,-0.34591786486044523,-0.06916120360488977,2,267,0.11,2020-07-08,1,0.30977791633938007,2020,7,8,2,0,1,0,0,0,0,1,0,0,Low Income,Q3,1,13.569901907870193,884.4361424093885,1.2783991742359509e-06,554.246477352259,-0.2204380787378127
