customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST00233,39.0,Female,South,Secondary,Salaried,751305.93,271215.12,Education,850.0,0,147,0.93,2022-10-29,0
CUST00234,40.0,Male,West,Primary,Self-Employed,878858.32,468570.74,Car,657.0,8,183,0.91,2020-08-02,0
CUST00235,52.0,Male,North,Primary,Self-Employed,863197.89,50000.0,Education,726.0,2,421,0.85,2022-02-20,0
CUST00236,27.0,Female,North,Secondary,,655937.08,774785.08,Business,622.0,11,106,0.28,2019-03-07,0
CUST00237,,Male,South,Primary,Unemployed,529932.72,460784.03,Car,707.0,2,180,0.64,2023-07-16,0
CUST00238,53.0,Female,South,Graduate,Salaried,143503.94,254020.76,Personal,659.0,5,163,0.75,2020-05-08,0
CUST00239,60.0,Male,North,Graduate,Salaried,271463.54,244890.15,Business,643.0,9,192,0.94,2018-08-18,0
CUST00240,59.0,Male,North,Primary,Self-Employed,,432227.66,Education,844.0,5,251,0.25,2024-08-14,0
CUST00241,38.0,Female,East,Graduate,Self-Employed,140982.0,421892.7,Education,786.0,10,313,0.75,2018-06-27,0
CUST00242,60.0,Female,West,Post-Graduate,Salaried,2019386.7000000002,1331421.08,Education,692.0,10,294,0.39,2021-12-04,0
CUST00243,21.0,Female,East,Primary,Self-Employed,886151.57,301958.18,Home,473.0,5,36,0.25,2022-06-02,0
CUST00244,31.0,Male,South,Secondary,Salaried,652428.32,400992.08,Business,648.0,0,411,0.46,2022-10-30,1
CUST00245,48.0,Male,East,Post-Graduate,Salaried,832011.27,50000.0,Car,850.0,4,369,0.77,2022-11-10,1
CUST00246,45.0,Male,East,Primary,Salaried,735707.09,233170.55,Education,659.0,11,69,0.5,2020-09-01,0
CUST00247,43.0,Male,East,Secondary,Self-Employed,967395.63,50000.0,Education,779.0,5,211,0.56,2018-03-23,0
CUST00248,51.0,Female,East,Graduate,Salaried,673856.82,408826.62,Home,810.0,7,259,0.95,2020-04-25,0
CUST00249,50.0,Male,West,Secondary,Salaried,765861.93,178353.49,Car,700.0,0,371,0.44,2021-05-01,0
CUST00250,62.0,Other,West,Post-Graduate,Salaried,418938.37,50000.0,Business,604.0,4,78,0.62,2019-09-10,1
CUST00251,55.0,Male,North,Graduate,Self-Employed,746583.24,157118.43,Personal,461.0,2,467,0.41,2024-03-13,0
CUST00252,27.0,Male,South,Primary,Self-Employed,,326884.12,Home,742.0,1,379,0.43,2024-05-26,1
CUST00253,36.0,Male,East,Graduate,Self-Employed,486723.53,263058.89,Business,607.0,10,30,0.69,2019-03-21,0
CUST00254,46.0,Female,North,Primary,Salaried,823680.88,88831.82,Personal,696.0,7,161,0.9,2020-07-11,0
CUST00255,22.0,Female,North,Primary,Salaried,825405.84,50000.0,Education,568.0,6,111,0.56,2018-07-12,0
CUST00256,21.0,Female,North,Secondary,Salaried,1022110.54,313307.9,Education,656.0,9,396,0.75,2022-07-21,0
CUST00257,32.0,Female,West,Secondary,Self-Employed,1005815.8,195461.74,Car,683.0,6,497,0.18,2018-10-16,0
CUST00258,25.0,Female,East,Secondary,Unemployed,829328.79,253545.47,Personal,704.0,4,104,0.28,2021-03-13,0
CUST00259,57.0,Female,East,Post-Graduate,Salaried,,271256.67,Education,580.0,11,455,0.53,2021-12-01,0
CUST00260,52.0,Male,South,Post-Graduate,Self-Employed,1056920.25,377411.82,Education,788.0,8,370,0.12,2023-01-09,0
CUST00261,29.0,Male,East,Secondary,Salaried,829491.92,452450.37,Car,626.0,4,238,0.31,2023-05-25,0
CUST00262,61.0,Male,East,Post-Graduate,Salaried,408534.98,326371.66,Business,529.0,1,134,0.54,2020-06-14,0
CUST00263,55.0,Other,North,Graduate,Salaried,782227.29,242316.74,Education,670.0,2,267,0.11,2020-07-08,1
CUST00264,39.0,,South,Graduate,Salaried,340683.56,304457.44,Home,683.0,3,331,0.32,2023-07-28,0
CUST00265,36.0,Male,East,Post-Graduate,Salaried,754657.53,238937.35,Home,694.0,4,496,0.54,2022-04-02,0
CUST00266,23.0,Female,West,Post-Graduate,Salaried,270932.49,50000.0,Business,803.0,2,378,0.59,2022-08-28,1
CUST00267,40.0,Female,East,Graduate,Salaried,397945.4,496550.31,Personal,659.0,11,435,0.89,2023-08-23,0
CUST00268,,Male,North,Primary,Self-Employed,3887411.4000000004,1850476.0,Car,669.0,6,245,0.65,2022-09-22,0
CUST00269,53.0,Male,West,Graduate,Salaried,868221.69,657900.12,Home,581.0,4,171,0.45,2024-07-15,1
CUST00270,44.0,Female,North,Graduate,Salaried,681359.21,710489.88,Home,754.0,4,51,0.89,2023-03-13,0
CUST00271,31.0,Male,East,Post-Graduate,Self-Employed,528457.84,88316.38,Business,697.0,5,285,0.77,2022-12-05,0
CUST00272,28.0,Female,West,Graduate,,,239628.01,Personal,642.0,6,362,0.27,2018-11-08,0
CUST00273,56.0,Male,South,Post-Graduate,Salaried,,752077.13,Personal,509.0,9,77,0.21,2021-02-01,0
CUST00274,58.0,Female,South,Post-Graduate,,733371.27,292700.89,Business,810.0,9,182,0.67,2018-12-05,0
CUST00275,60.0,Other,West,Secondary,Salaried,520808.72,343957.96,Home,570.0,7,340,0.58,2024-06-05,1
CUST00276,40.0,Female,West,Graduate,Salaried,,50000.0,Car,627.0,8,134,0.77,2018-12-25,0
CUST00277,55.0,Male,North,Primary,Salaried,553595.63,327051.95,Home,712.0,10,179,0.73,2024-01-26,0
CUST00278,,Female,West,Secondary,Unemployed,519573.45,647749.27,Personal,572.0,3,56,0.63,2021-03-18,0
CUST00279,,Female,North,Post-Graduate,,618969.35,531592.65,Home,546.0,4,270,0.94,2020-02-07,0
CUST00280,45.0,Male,East,Post-Graduate,Self-Employed,531826.35,190202.77,Car,489.0,4,226,0.55,2023-09-21,1
CUST00281,49.0,Female,North,Primary,Salaried,960822.39,228663.05,Education,745.0,7,314,0.2,2018-07-21,0
CUST00282,38.0,Male,West,Post-Graduate,Salaried,100000.0,96437.95,Home,631.0,8,133,0.8,2022-08-20,1
CUST00283,38.0,Male,West,Graduate,Salaried,463539.35,146790.63,Business,850.0,6,302,0.31,2019-04-09,0
CUST00284,22.0,Male,East,Secondary,Self-Employed,382435.94,50000.0,Education,591.0,4,171,0.76,2019-03-25,0
CUST00285,55.0,Male,West,Post-Graduate,Salaried,654777.65,284732.46,Business,597.0,2,210,0.91,2020-07-01,1
CUST00286,36.0,Male,West,Post-Graduate,Salaried,619286.2,571819.92,Business,629.0,0,463,0.69,2020-03-08,1
CUST00287,61.0,Female,South,Primary,Salaried,1005548.28,363977.75,Business,702.0,10,411,0.61,2020-03-04,1
CUST00288,56.0,Male,South,Graduate,Salaried,1087785.51,545923.02,Home,638.0,8,471,0.49,2019-03-13,0
CUST00289,53.0,Female,East,Post-Graduate,Unemployed,406729.14,493184.89,Personal,735.0,4,284,0.41,2023-04-01,0
CUST00290,24.0,Male,North,Primary,Salaried,600125.02,201574.54,Education,592.0,8,215,0.4,2022-11-09,0
CUST00291,53.0,Male,South,Post-Graduate,Salaried,649076.1,163288.8,Car,556.0,9,49,0.64,2019-06-15,1
CUST00292,34.0,,North,Primary,Salaried,400546.56,170186.78,Personal,518.0,11,282,0.74,2019-07-19,0
CUST00293,41.0,Female,West,Primary,Unemployed,757095.51,50000.0,Home,480.0,3,197,0.68,2022-06-09,0
CUST00294,40.0,Male,South,Graduate,,540123.16,305819.44,Business,633.0,4,364,0.27,2021-07-20,0
CUST00295,28.0,Male,East,Post-Graduate,,333091.29,50000.0,Car,653.0,3,102,0.52,2018-08-01,0
CUST00296,27.0,Female,East,Graduate,Self-Employed,530107.92,406454.79,Education,623.0,1,51,0.77,2020-08-06,1
CUST00297,23.0,Male,East,Primary,Self-Employed,350581.36,312938.57,Personal,792.0,11,474,0.5,2021-02-01,0
CUST00298,37.0,Male,South,Secondary,Salaried,859161.71,384859.18,Personal,791.0,0,388,0.56,2018-07-11,0
CUST00299,53.0,Male,North,Post-Graduate,Salaried,1075389.81,490262.93,Car,650.0,7,116,0.76,2021-11-04,0
CUST00300,32.0,Female,West,Secondary,Salaried,661204.84,335783.03,Home,519.0,3,337,0.66,2023-06-14,0
CUST00301,42.0,Male,North,Post-Graduate,Salaried,627819.19,593682.91,Education,629.0,4,74,0.45,2021-01-09,0
CUST00302,42.0,Female,North,Graduate,Salaried,638108.69,411950.25,Car,626.0,5,374,0.86,2019-12-06,0
CUST00303,50.0,Male,West,Graduate,Salaried,895558.51,163717.17,Business,621.0,7,318,0.24,2019-07-03,0
CUST00304,58.0,Female,West,Graduate,Salaried,890174.75,257212.01,Education,,10,493,0.95,2023-02-05,0
CUST00305,58.0,Female,South,Graduate,Salaried,571086.61,50000.0,Personal,621.0,7,144,0.2,2018-06-03,0
CUST00306,28.0,Other,South,Graduate,Self-Employed,663147.48,137605.72,Car,645.0,6,398,0.11,2022-07-24,0
CUST00307,47.0,Male,South,Secondary,Unemployed,763161.6,231420.65,Personal,623.0,3,33,0.86,2019-07-25,0
CUST00308,47.0,Female,South,Graduate,Salaried,315578.14,398329.25,Personal,699.0,5,37,0.31,2022-11-20,0
CUST00309,54.0,Male,South,Primary,Salaried,903152.06,164935.01,Personal,712.0,3,71,0.72,2024-04-06,0
CUST00310,41.0,Male,West,Primary,Salaried,1033707.97,75672.48,Home,598.0,6,282,0.79,2024-08-18,0
CUST00311,,Male,North,Secondary,Unemployed,891258.03,50000.0,Personal,794.0,11,238,0.83,2020-03-15,1
CUST00312,53.0,Female,South,Post-Graduate,Salaried,288601.52,192644.85,Business,592.0,11,29,0.94,2020-03-09,0
CUST00313,48.0,Other,South,Primary,Salaried,107499.89,651153.32,Business,534.0,10,12,0.35,2019-09-03,0
CUST00314,53.0,Female,North,Post-Graduate,Salaried,777179.67,348799.27,Education,714.0,0,430,0.7,2022-12-12,1
CUST00315,25.0,Male,South,Secondary,Salaried,409952.64,469124.29,Personal,606.0,4,227,0.2,2018-05-23,0
CUST00316,39.0,Male,North,Post-Graduate,Salaried,671783.34,137990.24,Personal,709.0,9,408,0.45,2018-09-29,1
CUST00317,24.0,Female,North,Post-Graduate,Salaried,,200000.0,Car,464.0,11,316,0.82,2022-04-05,0
CUST00318,55.0,Male,West,Post-Graduate,Salaried,435761.21,80206.06,Home,805.0,9,441,0.41,2024-10-09,1
CUST00319,37.0,Male,East,Post-Graduate,Unemployed,505611.34,282516.4,Education,741.0,3,145,0.6,2023-09-25,1
CUST00320,64.0,Male,West,Secondary,,669180.74,50000.0,Personal,545.0,10,406,0.53,2023-11-13,0
CUST00321,,Male,East,Primary,Self-Employed,275622.59,118813.73,Car,547.0,6,441,0.65,2023-10-13,0
CUST00322,50.0,Male,East,Graduate,Self-Employed,410535.95,194455.08,Home,831.0,8,12,0.93,2024-09-26,0
CUST00323,,Male,East,Post-Graduate,Salaried,,62233.44,Education,,4,202,0.15,2019-04-04,0
CUST00324,26.0,Male,South,Primary,Salaried,524886.28,50000.0,Education,605.0,3,82,0.59,2022-10-05,0
CUST00325,55.0,Male,West,Primary,Salaried,752101.94,352137.67,Personal,476.0,8,424,0.83,2021-12-03,0
CUST00326,61.0,Other,East,Secondary,Salaried,1291494.9,308256.86,Education,,4,370,0.51,2024-11-22,0
CUST00327,,Male,North,Primary,Self-Employed,3123922.9,1760901.52,Car,660.0,8,127,0.17,2019-05-21,0
CUST00328,44.0,Male,South,Secondary,Unemployed,389572.01,100123.37,Education,744.0,7,163,0.58,2022-09-06,1
CUST00329,49.0,Female,West,Post-Graduate,Salaried,954560.09,436786.09,Business,554.0,3,218,0.38,2021-01-01,0
CUST00330,51.0,Male,East,Post-Graduate,Salaried,202795.38,575274.76,Car,543.0,10,449,0.23,2018-03-25,0
CUST00331,55.0,Female,North,Graduate,Unemployed,252772.96,347198.65,Home,721.0,10,43,0.82,2018-02-28,0
CUST00332,53.0,Female,West,Graduate,Self-Employed,,190211.47,Home,,6,146,0.54,2020-11-10,0
CUST00333,41.0,Male,West,Graduate,Self-Employed,529278.32,326114.52,Personal,539.0,4,327,0.89,2022-01-21,0
CUST00334,52.0,Male,South,Primary,Salaried,445231.82,181598.27,Personal,777.0,9,129,0.79,2024-01-14,1
CUST00335,43.0,Female,West,Post-Graduate,Salaried,592121.92,151628.96,Business,683.0,3,124,0.69,2021-09-14,0
CUST00336,53.0,Female,South,Secondary,Self-Employed,668685.48,422986.87,Home,778.0,4,22,0.1,2022-05-16,0
CUST00337,23.0,Male,East,Graduate,Self-Employed,867239.88,274970.94,Home,674.0,4,78,0.46,2019-07-30,1
CUST00338,38.0,Male,South,Secondary,Salaried,622797.07,516917.22,Home,453.0,10,434,0.27,2019-11-11,1
CUST00339,45.0,,North,Secondary,Salaried,459513.44,220363.86,Home,666.0,8,342,0.87,2018-07-22,0
CUST00340,62.0,Other,South,Graduate,Salaried,853661.35,238588.58,Education,,11,266,0.25,2021-02-03,0
CUST00341,51.0,Male,North,Post-Graduate,Salaried,395571.13,198028.02,Car,,8,98,0.34,2018-11-14,0
CUST00342,23.0,Female,South,Graduate,,,98366.98,Car,645.0,5,56,0.54,2021-04-20,0
CUST00343,60.0,Male,West,Secondary,Unemployed,901489.0,446596.48,Business,664.0,3,269,0.32,2022-06-27,1
CUST00344,44.0,Male,East,Graduate,Salaried,885463.31,693428.1,Education,419.0,1,237,0.28,2022-12-02,0
CUST00345,52.0,Male,North,Secondary,Self-Employed,401925.4,231199.1,Home,830.0,2,456,0.61,2019-02-10,0
CUST00346,42.0,Male,South,Secondary,Salaried,500225.29,177510.73,Home,599.0,1,189,0.18,2024-12-17,1
CUST00347,43.0,Male,South,Graduate,Self-Employed,370768.11,165841.77,Personal,726.0,4,19,0.15,2019-11-10,0
CUST00348,22.0,Male,South,Primary,Unemployed,681656.05,177648.02,Personal,672.0,5,293,0.42,2021-06-24,1
CUST00349,47.0,Male,West,Graduate,Salaried,1033012.32,596961.06,Business,793.0,10,386,0.71,2023-03-05,0
CUST00350,62.0,Female,West,Primary,,775720.45,170673.51,Home,717.0,4,135,0.57,2022-03-28,0
CUST00351,22.0,Male,North,Secondary,Salaried,858931.16,194651.98,Business,659.0,1,143,0.46,2022-07-02,0
CUST00352,46.0,Male,North,Secondary,Salaried,804932.08,76736.23,Education,600.0,11,164,0.58,2021-09-21,0
CUST00353,37.0,Other,West,Primary,Self-Employed,599970.21,352856.78,Car,752.0,4,257,0.41,2021-12-16,0
CUST00354,,Female,North,Secondary,Unemployed,870835.11,287898.68,Home,511.0,8,149,0.9,2020-04-14,0
CUST00355,53.0,Female,East,Primary,Salaried,786257.64,95307.82,Education,738.0,3,327,0.15,2024-02-20,0
CUST00356,29.0,Other,East,Primary,Salaried,959861.43,139290.67,Home,581.0,11,445,0.67,2024-06-13,1
CUST00357,63.0,Male,West,Secondary,Salaried,485112.76,575928.01,Personal,,9,185,0.86,2022-07-27,0
CUST00358,59.0,Male,North,Post-Graduate,Self-Employed,165472.09,305887.4,Business,695.0,1,332,0.78,2023-04-15,0
CUST00359,,Female,South,Primary,Salaried,861312.75,318303.37,Personal,738.0,2,183,0.26,2024-12-28,0
CUST00360,62.0,Female,East,Graduate,Salaried,687442.38,319017.69,Car,687.0,2,490,0.35,2018-10-08,1
CUST00361,46.0,Male,West,Graduate,Salaried,525988.47,551032.57,Personal,522.0,8,83,0.71,2022-12-19,0
CUST00362,55.0,Female,North,Secondary,Salaried,539961.8,111861.41,Home,603.0,3,360,0.17,2020-07-21,0
CUST00363,45.0,Male,West,Post-Graduate,Salaried,1238671.58,228648.81,Personal,741.0,0,152,0.79,2019-08-31,0
CUST00364,44.0,Male,South,Secondary,Self-Employed,439451.34,269586.26,Home,695.0,0,464,0.71,2019-04-28,0
CUST00365,33.0,Male,East,Post-Graduate,Salaried,386674.17,50000.0,Car,786.0,6,301,0.72,2021-05-31,0
CUST00366,27.0,Male,West,Primary,Salaried,,135094.53,Personal,716.0,6,407,0.19,2022-11-08,0
CUST00367,56.0,Male,West,Primary,Self-Employed,895122.72,488401.47,Business,593.0,1,121,0.71,2023-12-05,0
CUST00368,,Male,West,Primary,Self-Employed,1169600.5,436838.43,Business,608.0,8,215,0.68,2018-07-11,1
CUST00369,21.0,Female,South,Primary,Salaried,764341.24,468672.04,Business,689.0,8,140,0.81,2023-07-11,1
CUST00370,28.0,Male,West,Graduate,Salaried,282397.81,193963.76,Personal,472.0,4,378,0.14,2018-11-03,0
CUST00371,36.0,Male,South,Graduate,Salaried,1092716.07,216174.86,Personal,831.0,2,119,0.12,2019-06-16,0
CUST00372,34.0,Female,South,Secondary,Salaried,595132.83,50000.0,Personal,720.0,2,379,0.42,2018-05-02,0
CUST00373,32.0,Other,South,Post-Graduate,Salaried,390572.64,467748.22,Home,790.0,11,76,0.23,2019-08-15,0
CUST00374,,Female,East,Primary,Salaried,330151.89,497397.41,Car,538.0,2,391,0.57,2022-01-15,1
CUST00375,35.0,Female,East,Primary,Salaried,809082.18,495105.77,Business,792.0,5,95,0.88,2018-02-28,0
CUST00376,48.0,Female,West,Post-Graduate,Self-Employed,659707.35,588736.43,Home,850.0,3,284,0.43,2024-06-06,0
CUST00377,,Male,West,Post-Graduate,Salaried,686268.84,375979.55,Business,561.0,7,236,0.82,2022-04-23,1
CUST00378,22.0,Male,East,Secondary,Self-Employed,921625.78,580238.73,Home,749.0,10,469,0.1,2021-02-14,0
CUST00379,,Male,North,Post-Graduate,Salaried,399461.35,263914.57,Personal,680.0,10,447,0.24,2022-12-16,0
CUST00380,43.0,Male,East,Primary,Unemployed,941538.66,50000.0,Business,541.0,10,334,0.13,2022-12-11,0
CUST00381,42.0,Male,South,Primary,Self-Employed,470210.67,454930.44,Personal,724.0,4,19,0.38,2019-02-03,0
CUST00382,45.0,Female,East,Primary,Self-Employed,1141001.84,50000.0,Business,755.0,0,498,0.87,2024-12-20,0
CUST00383,42.0,Male,South,Primary,Self-Employed,749684.75,330636.37,Education,626.0,8,426,0.18,2020-07-30,0
CUST00384,42.0,Male,West,Primary,Unemployed,369940.37,471958.28,Home,,0,406,0.62,2019-06-12,0
CUST00385,62.0,Male,North,Secondary,Salaried,100000.0,358366.58,Education,530.0,5,393,0.48,2024-09-11,0
CUST00386,26.0,Female,West,Primary,Salaried,802231.18,710083.75,Home,545.0,0,364,0.9,2022-11-10,0
CUST00387,35.0,Male,South,Secondary,Salaried,2532274.65,200000.0,Car,692.0,2,444,0.2,2021-11-22,0
CUST00388,63.0,Female,South,Primary,Self-Employed,561108.58,285085.08,Business,682.0,9,297,0.28,2022-07-28,0
CUST00389,57.0,Male,South,Graduate,Self-Employed,791549.0,303141.98,Car,616.0,4,468,0.13,2022-03-31,0
CUST00390,53.0,Male,North,Graduate,Salaried,852603.46,58061.49,Car,753.0,9,121,0.47,2019-03-12,0
CUST00391,28.0,Male,East,Graduate,Salaried,905927.59,92328.1,Home,728.0,6,495,0.34,2020-04-19,0
CUST00392,64.0,Female,West,Graduate,Salaried,306289.67,147876.85,Education,757.0,9,33,0.84,2018-12-26,0
CUST00393,64.0,Male,West,Secondary,Unemployed,956473.69,102063.49,Personal,669.0,7,300,0.61,2021-02-26,0
CUST00394,25.0,Female,East,Secondary,Salaried,455238.67,280560.96,Home,734.0,11,348,0.62,2020-05-13,0
CUST00395,59.0,Male,West,Post-Graduate,Salaried,100000.0,191466.32,Personal,640.0,8,335,0.55,2022-07-09,0
CUST00396,24.0,Male,North,Primary,Salaried,305389.91,357223.51,Car,850.0,5,177,0.18,2022-09-29,0
CUST00397,26.0,Female,West,Graduate,,654506.27,416897.48,Personal,607.0,10,447,0.48,2021-05-30,0
CUST00398,52.0,Female,South,Secondary,Self-Employed,355296.44,404720.21,Education,850.0,8,118,0.95,2024-03-11,0
CUST00399,50.0,Female,East,Primary,Self-Employed,577988.88,226177.28,Home,683.0,7,437,0.81,2020-07-04,0
CUST00400,55.0,Female,North,Primary,Self-Employed,684563.12,351205.61,Education,556.0,8,199,0.86,2022-12-04,1
CUST00401,60.0,Female,East,Secondary,Salaried,554653.65,486323.2,Education,803.0,9,499,0.8,2023-12-23,0
CUST00402,36.0,Female,North,Graduate,Salaried,476411.42,380201.62,Home,691.0,3,364,0.19,2019-01-21,1
CUST00403,33.0,Female,South,Post-Graduate,Salaried,287325.98,634615.98,Education,757.0,8,205,0.29,2021-08-19,0
CUST00404,62.0,Female,East,Primary,Self-Employed,605485.95,476792.22,Business,790.0,6,42,0.1,2022-12-11,0
CUST00405,50.0,Female,West,Post-Graduate,Salaried,100000.0,609313.27,Business,710.0,4,214,0.36,2022-05-05,0
CUST00406,39.0,Male,North,Graduate,Salaried,428500.49,50000.0,Business,627.0,4,321,0.19,2021-04-27,0
CUST00407,37.0,Female,East,Graduate,Salaried,368053.97,317401.7,Personal,768.0,0,429,0.5,2022-03-30,0
CUST00408,39.0,Male,West,Post-Graduate,Unemployed,540155.79,241692.15,Education,680.0,1,191,0.68,2019-01-24,0
CUST00409,48.0,Female,East,Graduate,Salaried,546667.55,277503.65,Home,,9,156,0.84,2019-12-05,1
CUST00410,46.0,Female,East,Primary,Self-Employed,839989.17,155107.3,Home,486.0,2,436,0.74,2022-10-05,1
CUST00411,57.0,Male,East,Post-Graduate,Salaried,995869.32,371315.89,Personal,720.0,7,277,0.9,2020-05-13,0
CUST00412,46.0,Female,North,Graduate,Salaried,320555.29,50000.0,Home,623.0,5,20,0.15,2020-11-25,1
CUST00413,43.0,Male,West,Post-Graduate,Salaried,1098208.16,372618.64,Business,829.0,11,79,0.11,2018-03-20,1
CUST00414,29.0,Male,South,Primary,Salaried,405176.1,161091.98,Education,736.0,9,265,0.66,2021-07-22,1
CUST00415,32.0,,North,Graduate,Salaried,643131.7,209930.5,Home,702.0,10,405,0.35,2021-07-25,0
CUST00416,21.0,Male,North,Primary,Salaried,,378930.32,Home,724.0,4,228,0.32,2019-11-05,0
CUST00417,21.0,Female,North,Graduate,Salaried,1211145.69,314179.99,Car,590.0,0,306,0.38,2024-06-17,0
CUST00418,54.0,Female,South,Secondary,Unemployed,464429.42,489705.76,Car,826.0,11,418,0.33,2018-07-23,0
CUST00419,52.0,Male,West,Graduate,Salaried,150815.5,125489.37,Car,850.0,10,371,0.53,2020-09-11,1
CUST00420,,Male,West,Post-Graduate,Self-Employed,972594.87,285472.98,Education,715.0,11,268,0.47,2023-05-30,0
CUST00421,60.0,Male,West,Graduate,Salaried,391656.61,459979.16,Business,823.0,8,12,0.54,2018-01-17,0
CUST00422,21.0,Male,East,Primary,Self-Employed,509602.85,365015.95,Business,629.0,2,93,0.67,2019-04-21,1
CUST00423,36.0,Other,East,Primary,Salaried,320562.59,376606.97,Business,608.0,2,165,0.43,2020-10-13,0
CUST00424,59.0,Male,East,Graduate,Salaried,510324.06,499447.71,Education,684.0,1,160,0.31,2018-07-29,1
CUST00425,25.0,Male,South,Post-Graduate,Salaried,389902.12,226876.36,Education,719.0,3,185,0.24,2019-05-14,0
CUST00426,42.0,Male,East,Secondary,Salaried,769110.45,188970.44,Car,645.0,11,204,0.4,2019-03-05,0
CUST00427,49.0,Male,South,Post-Graduate,Salaried,620197.91,403662.8,Home,728.0,1,435,0.73,2021-08-22,0
CUST00428,23.0,Female,West,Secondary,Self-Employed,429736.21,273102.33,Personal,708.0,8,481,0.74,2023-10-07,0
CUST00429,32.0,Male,East,Primary,Self-Employed,848967.99,501996.64,Personal,590.0,11,116,0.67,2022-04-03,0
CUST00430,46.0,Female,East,Post-Graduate,Self-Employed,663749.19,366559.22,Home,727.0,9,433,0.3,2021-05-16,1
CUST00431,36.0,Male,North,Secondary,Self-Employed,692439.7,751187.52,Car,758.0,6,143,0.6,2022-03-15,1
CUST00432,57.0,Other,South,Graduate,,829925.83,360909.12,Home,695.0,7,285,0.59,2023-02-11,0
CUST00433,,Male,West,Primary,Salaried,646216.97,137514.06,Home,784.0,2,404,0.51,2023-02-20,0
CUST00434,49.0,Male,North,Graduate,Salaried,947683.12,470447.12,Personal,570.0,5,361,0.57,2020-06-17,1
CUST00435,34.0,Female,North,Primary,,630979.36,50000.0,Car,722.0,9,389,0.52,2021-01-11,0
CUST00436,48.0,Male,West,Post-Graduate,Salaried,402072.66,519971.75,Education,575.0,5,164,0.58,2020-12-03,0
CUST00437,25.0,,North,Post-Graduate,Salaried,548926.17,357757.77,Personal,580.0,0,286,0.71,2022-02-15,1
CUST00438,50.0,Female,South,Primary,Salaried,800979.83,270379.03,Education,623.0,5,245,0.19,2022-07-26,1
CUST00439,25.0,Male,South,Primary,Salaried,407315.74,437400.15,Car,595.0,2,249,0.74,2019-05-08,0
CUST00440,32.0,Male,East,Primary,Self-Employed,489925.8,392038.8,Home,631.0,10,379,0.22,2024-12-21,0
CUST00441,36.0,Female,North,Post-Graduate,Self-Employed,544577.86,539468.7,Business,,2,22,0.16,2019-08-28,0
CUST00442,46.0,Male,East,Secondary,Salaried,312657.1,537791.11,Business,755.0,2,351,0.93,2020-08-05,0
CUST00443,46.0,Male,North,Graduate,Unemployed,410919.14,363412.28,Car,651.0,9,44,0.91,2018-10-21,1
CUST00444,41.0,Male,South,Graduate,Unemployed,643137.55,143081.28,Business,537.0,10,56,0.15,2021-03-17,1
CUST00445,59.0,Male,South,Post-Graduate,Salaried,900619.44,202528.38,Education,783.0,10,223,0.48,2023-07-12,0
CUST00446,56.0,Male,South,Graduate,Salaried,679286.75,287103.56,Business,605.0,9,421,0.26,2018-06-21,0
CUST00447,53.0,Female,North,Primary,Salaried,588534.69,494709.9,Car,675.0,10,414,0.51,2022-05-06,1
CUST00448,50.0,Other,South,Secondary,Unemployed,392182.31,217850.44,Car,720.0,7,155,0.81,2019-06-15,0
CUST00449,57.0,Other,North,Graduate,Self-Employed,873790.1,232870.71,Education,698.0,4,168,0.91,2021-02-17,0
CUST00450,43.0,Female,East,Secondary,Salaried,708376.37,632703.11,Business,778.0,3,453,0.64,2023-02-03,1
CUST00451,30.0,Male,North,Primary,Salaried,423317.56,281226.27,Business,723.0,8,134,0.4,2022-10-27,0
CUST00452,25.0,Female,East,Graduate,Salaried,824662.11,185748.26,Home,602.0,8,119,0.61,2023-10-15,0
CUST00453,56.0,Male,North,Post-Graduate,Salaried,739894.27,439796.29,Personal,850.0,0,46,0.37,2023-12-29,0
CUST00454,54.0,Male,East,Secondary,Salaried,396617.41,289895.83,Car,697.0,1,286,0.87,2024-10-29,0
CUST00455,51.0,Male,South,Primary,Self-Employed,574655.44,50000.0,Home,667.0,7,23,0.84,2018-07-08,0
CUST00456,30.0,Male,East,Secondary,Self-Employed,476806.82,487364.53,Car,767.0,4,482,0.57,2018-06-07,0
CUST00457,39.0,Female,South,Graduate,Self-Employed,1258384.49,165532.92,Home,702.0,6,356,0.38,2023-05-25,1
CUST00458,52.0,Female,South,Graduate,Self-Employed,732936.22,307845.41,Personal,716.0,0,241,0.35,2018-09-03,0
CUST00459,21.0,Male,East,Post-Graduate,Self-Employed,646690.51,287734.96,Home,850.0,11,325,0.13,2024-07-05,0
CUST00460,25.0,Male,North,Primary,Salaried,,1365672.84,Car,655.0,9,133,0.79,2020-04-29,0
CUST00461,24.0,Other,North,Primary,Salaried,944790.65,50000.0,Business,,11,288,0.48,2022-12-16,0
CUST00462,36.0,Male,West,Post-Graduate,Salaried,2895774.8,958728.36,Car,690.0,4,488,0.38,2020-12-30,0
CUST00463,44.0,Male,North,Post-Graduate,Self-Employed,,502470.67,Education,776.0,10,120,0.5,2021-08-29,0
CUST00464,36.0,Male,West,Primary,Salaried,811070.81,527780.19,Education,544.0,11,133,0.8,2023-10-28,0
CUST00465,22.0,,North,Secondary,Self-Employed,556263.86,121567.73,Education,503.0,2,422,0.21,2018-06-18,0
